comment,num_of_likes,reply_count
"المفرود الفيديو دا يدخل لمصر فلوس كتيرة لانه من وجهة نظري احسن فيديو تسويق اتعمل في التاريخ لحد دلوقتي 
ومن وجهة نظري لازم مصر تشجع الناس المشهورة علي منصات السوشيال ميديا انهم يجو يصوروا عندنا في مصر زي مستر بيست وغيرة 
والله بلدنا جميل بس ال يمسكها يتقي الله ويكون فعلا. بيفكر صح 
بلدنا فيها حاجات كتير زي الاهرامات واكتر 
بس للاسف مشفتش هد شجع السياحة غير الشركات الخاصة او مشفتش حد ركز في التسويق والدعاية في السياحة غير الشركات الخاصة في مصر بس 
مع ان احنا لو صرفنا ربع ال بيصرفوه الشركات الخاصة علي التسويق كان هيفرق معانا كتير",145,8
21:31 Imagine being such a big content creator that instead of shouting out singular people you just shoutout entire countries😂,144,0
"Seriously, the top videos are always made in Egypt.❤",143,1
Egypt is not only great in the pyramids.. Every street in Egypt is great and amazing and has a great story. Egypt exports beauty to the world 🇪🇬,143,0
"كم انا فخور فيكم يا اخواني من مصر

اخوكم من السعودية ❤️",142,8
عاشت مصر صاحبة التاريخ العريق❤🇪🇬,141,4
أنا جزائري🇩🇿♥❤مصر 🇪🇬 ♥ من احبب الدول وأجملها،  أ عجبت بتاريخ المصريين القدماء،  شكرا على المجهود المبذول لتعريف بالثقافة المصرية القديمة الفريدة من نوعها.,141,1
"Anyone here today. 


TYSM IVE NEVR GOTTEN THISSS MUCH❤❤❤",141,11
"I love your video and""I am a student and I have always been interested in learning about the pyramids of Egypt, ever since I studied about them in class six. I have always wanted to learn more about them and your video has been very helpful to me. Watching it and seeing the information inside was really great."" Thank you very much for this video",141,1
"تاريخ الكون كله في كفة و تاريخ مصر في كفة لوحدها.. 
دائما ما تبهرني مصر بهذا التاريخ العظيم ❤ و لم يستطع أحد أن يصنع ما صنعه المصريون القدماء..
مصر يا أم الدنيا 🇲🇦❤🇪🇬",140,14
"فخور اني مصري 🇪🇬
فخور بحضارتي 🇪🇬
فيديو احترافي👌شكراً مستر بيست ❤",139,13
انا سورية عربية وفخورة بالمصريين القدماء وحضارتهم العريقة  البديعة ❤,139,5
😮😮😮woooowعمري ماتخيلت يكون داخل الهرم بهالشكل صراحه استمتعت بالفيديو ما اعرف ايه سر فخامه الاهرامات وفيه رهبه من اروح احس برهبه ومن الداخل كمان غريب والله الفراعنه كانوا عباقره❤❤كتييير حبيت الفيديو وتحيا مصر 👑🇪🇬,138,2
*That Ancient History is Awesome* ,137,0
"This is the first time I've seen and heard about the events depicted in the video!  Honestly, this is one of your best videos yet.",137,0
19:39 😂😂😂,137,1
5:15 : who notice the creepy face,137,12
كمواطن مصري شكرا لك علي المجهود و العمل الاحترافي ، اتمني لك دوام التوفيق و النجاح ❤,137,0
VM Gran misterio te envía Saludos!!👋🏻,137,0
This is actually an insane video. I mean they are always pretty crazy but this may take the cake. Legendary stuff here. Loved seeing inside the tombs and the sphinx.,133,1
"I am really proud of the greatness of our ancient Egyptian civilization. Thank you. Welcome to Egypt, it was a unique experience",133,0
VM Gran Misterio te saluda 🖖,132,3
"I am really proud of the greatness of our ancient Egyptian civilization. Thank you. Welcome to Egypt, it was a unique experience.",132,3
"I'm Egyptian, and this is the first time I’m seeing this magical footage inside our pyramids. Thank you for this effort, and you are welcome anytime in Egypt 🇪🇬 ❤",131,1
Zahi def got that gold for himself,131,2
Doctor Zahi the GOAT,130,2
"حب من مصر 
المصريين يجمعوا ❤ 🇪🇬🇪🇬",128,4
"The pyramids are impressive, and Egyptians are friendly and welcoming to tourists and visitors. Great video!",128,5
"حسيت بضيق تنفس أثناء مشاهده الفيديو 😮
ما فيش بلد زي مصر ام الدنيا 
كل عام وانتم بخير بمناسبه شهر رمضان المبارك ❤",127,2
I am from Egypt and from Giza. Thank you. We are honored to have you in Egypt.,127,2
"probably one of the best use of jimmy's platform and resources 
hands down the best video ive ever seen",127,0
انا كمصريه فخوره بتارخنا و بحضرتنا❤ +الفديو تحفه,127,4
La narrativa histórica de Egipto es impresionante.  Agradezco que nos muestras sitios poco conocidos de las pirámides,127,5
"This is not an exploration, this is just hype entertainment",126,0
"I'm Egyptian and this is the first time to see this magical footage inside our pyramids, thank you for this effort and you are welcome any time ..",126,0
فيديو قوي جدا .. بالتوفيق مستر بيست مزيدا من الإبداع 🎉🎉,125,3
هذا الفديو سوف يزيد من متابعينك في الوطن العربي ومصر عمل رائع يستحق المشاهده شكرا مستر بيست 🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬,125,0
i am egyptian and a gaming content youtuber.i am so proud of what mrbeast did . thank you mrbeast for showing the greatness and history of egypt,125,2
اين فرعون الذي كان يقول أنا ربكم الاعلى والأن اصبح تراب كلنا سوف نموت فتوبو ألى الله سبحان الله,124,5
who is ummati of Muhammad SAW😊,124,3
Anyone here today???,124,19
Mv gran misterio está increíble tu video😊,124,1
شكرا لك انا مصريه ولاول مره اشاهد ما رايته داخل الاهرامات وكم تمنيت دخول الاهرامات ....والصعود الى قمه باب الدنيا في مصر شكرا لك ومرحبا بك في مصر مره اخرى,124,3
"Rami, Ashraf, and Zahi were awesome!",123,0
The sweetest Mister Basit in the world has enlightened Egypt,122,2
Saludos de VM Gran misterio! Gracias por mostrarnos estos lugares secretos y por la precisión en la información 😊,121,3
"Salute to the cameraman! He's always ahead of them.

Cameraman: Fear is a thing of the past",121,1
"Kayzer değıl gayzer.
Kayzer abi burdayız 🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷",119,11
7:13 love it😂,119,3
5:35 still water?,119,4
The video was a source of pride for me and all Egyptians. Thank you for visiting and I hope you visit again.❤,118,1
9:55 leave Nolan alone 😂😂😂,118,5
تحية لك يا مستر بيست وشكرا لك لزيارتك لبلدنا مصر الجميله ❤,118,3
"Welcome to the land of civilizations and history, Egypt 🇪🇬 ❤",118,1
"Those Egyptian guides were so chill and engaging.
Loved the humourous yet knowledgeable interaction",117,0
"As an Egyptian, I’m really proud to see our ancient history getting worldwide attention! The Great Pyramids are truly a wonder, and this video showcases their magnificence perfectly. Hope more people get inspired to visit Egypt and witness this incredible heritage firsthand",116,0
"¡VM Gran Misterio greets you! 😁✌.

Great video Mister Beast! 😀😉",115,0
نورت مصر يا يسطا والله ,115,0
"انا ك مصريه اول مره في حياتي اشوف الي جوه الاهرامات كدا 
اي الفخر والعظمه بتاعت بلدي دي تحيا مصر 🇪🇬 🇪🇬  🔥 🔥",115,2
أنا جزائرية و أوجه أكبر تحية لإخواننا في مصر، فعلا حضارتكم عظيمة و عميقة جدا و هذا فعلا واحد من أمتع الفيديوهات الي شفتها لمستر بيست لأنها أظهرت الأهرامات و الكثير من الأماكن العجيبة فيها 🇩🇿🇪🇬🇵🇸❤,114,4
Doing what most can't and documenting it for the whole world to see........I LOVE IT 🎉🎉,113,0
All Egyptians 🇪🇬🇪🇬 are grateful to you for this wonderful video which will definitely promote Egyptian tourism😊❤❤,110,1
انت افضل صانع محتوى رايته في حياتي🌟,110,1
I can actually imagine history teachers playing this video in class from now on when they are talking about the pyramids 😂,108,1
0:17 still water 💀,108,0
"فيديو للتاريخ صراحه اول مره اشوف واعرف انه يوجد اشياء تاريخيه وجميله داخل الاهرامات من قبل هاذا الفيديو
مصر هي التاريخ والحضاره
اخوكم  من اليمن تحياتنا لكم",108,0
مصر رائعة وكل ما فيها عظيم ..تمنيت لو كان الفيديو لساعات طويلة ..,107,8
Wish the video was much longer. I wanna see more! This is the best video you've ever released!,107,1
VM gran misterio te manda saludos ✌🏻,106,5
I'm so happy to sit in the corner of the room and see the pyramid thanks to you. Thank you.,105,2
"🇹🇷❤️🇪🇬 Ben Türküm. 10 yıldır Mısır'da yaşıyorum. Mısırlılar gerçekten çok iyi kalpli, çok neşeli insanlar. Zahi Havas da diğer tüm Mısırlıar gibi sıcak kanlı ve samimi bir adam. ❤ Program harika olmuş. Emekleriniz için teşekkürler.  Ölmeden önce herkesin Mısır'ı görmesi lazım. Kuzeyden Güneye her yeri ayrı güzel ❤",104,0
Cooll....❤❤,104,0
"فخور اني مصري من الجيزة وحفيد لبناة الاهرامات 
مستر بيست نورت مصر انت وفريقك وان شاء الله مش اخر مرة",103,0
"Ну круто конечно) интересно и круто) Ну теперь думаю мистер Бист должен построить свою пирамиду) Он любит масштабные проекты, найти 1000-2000 людей и постараться построить пирамиду так как предположительно их и строили. Без современных средств)) Думаю это будет круто)",103,4
