comment,num_of_likes
"I am from Vietnam and I feel incredibly proud to see you visit and explore Son Doong Cave, one of the greatest natural wonders of our country. The video you created not only showcases the breathtaking beauty of Son Doong but also highlights the rich culture and nature of Vietnam. I would like to extend my heartfelt thanks to you for dedicating your time and effort to explore and share the beauty of our country with the world.

I hope that in the future, you will continue your adventurous journeys and create many more interesting videos that help the world better understand the stunning natural beauty that remains unexplored. Once again, thank you, Ruhi Cenet, for bringing so much pride to the people of Vietnam!

Wishing you continued success and many more exciting adventures!",7
arkadasım gel de bir tweet at be TÜRKİYE DEVLETİ VATANDAŞISIN SEN,7
7:00 Bro used the word skyscraper and aircraft in the same sentence and thought we wouldn't notice.,7
8:39 Half Life 2 memories lol,7
"great video mate, managed to already watch it",7
SEN BIR TURKSUN TURK 🇹🇷🇹🇷 TURKSEN BIR YORUM YAPMAK ZORUNDASIN BURADAKI ONCA MILLET GELIR SANA ISTEDIGIN BUTUN ETKILESIMI VERIR AMA KENDI ANAVATANINDA SEVILMEZSEN NE ANLAMI KALIR NE GUZELLIGI BU ISLERIN.,7
Tek kelimeyle harika. Doğanın yaşamını bu kadar uzun sürdürmesi her şey yok olsada doğanın kendine katarak yaşamaya devam etmesi muhteşem. Çekim verilen emek müthiş gerçekten. Eleştirebileceğim tek konu (olumlu açıdan) videonun daha uzun daha detaylı olması olur. Bu doğa harikası mağarayı daha detaylı görmek çok isterdim en önemlisi canlı ve kendi gözümle görmeyi.😊🏕️,7
My prayer for Ruhi and Ruhi cenet Team. May you always be healthy. Thank you for the documentary video that you produced. It's really amazing. I always wait for your documentary video. Greetings of success to you.,7
Gerçekten Ruhi Çenet'in videoları televizyonlarda belgesel olarak yayınlanmalı bu kadar emek veren bir youtuber çok daha büyümeli ve tanınmalı.,7
Nice video 🫱🏻‍🫲🏽,7
YouTube Türkiyenin en iyi içerik ürericisi! Teşekkürler Ruhi Çenet. Bizlere bu kadar zor şartlarda video ve bilgiler sunduğun için!,7
"I haven't had a chance to explore Son Doong yet, but the feeling of lying on the sand next to a small lake, surrounded by total darkness and silence deep in Phong Nha cave is one of the coolest experiences I've ever had. Hope I can visit Son Doong soon in the future",7
ulke bu haldeyken cok da seyimdeydi magara,7
"Nice bro, this is on my list, thanks for being an inspiration for my channel.",7
Seninle gurur duyuyoruz Türkiye'nin en iyi Youtuberı yine harika bir iş çıkarttın!,7
sadece Türkiyenin değil bütün dünyaya hitap eden içeriklerin cidden ülkecek göğsümüzü kabartıyor.İçeriklerin hayatını tehlikeye soksa bile bizim için bilgi ulaştıran tek kişi olabilirsin.Başarılarının devamını dilerim,7
Ya kardeş .. Ülken yangın yeri seçim hakkı yok!  Git bir  meydana ne oluyor kim kime nedir protestocular ne diyor? Umrunda  değil mi?,6
ulkesine apolitik insana yabanci guzel yorum atsa ne yazar??!!!,6
Now this is call a professional documentary.....kudos to you and your team🙌🏻♥️,6
your thumbnail is misleading,6
"I'm very thankful I get to watch videos like this from the safety and comfort of my room. After watching countless monster films like King Kong and Jurassic Park and horror ones like The Descent I doubt I could get my scared a$$ self to visit any cave's entrance let alone explore its depths.  My paranoid mind would run wild thinking of the countless creepy bugs, animals and other otherworldly entity lurking in the dark out to get me. It's nice to know at least we have content creators like this that document and share what other mere mortals like me are unable to get into. Thank  you Ruhi Çenet !👍",6
şu youtube merakla beklediğim videosu ne zaman düşer diye baktığım nadir kanallardansın gurur verici yaptığın işler,6
Haloo I'm from Indonesian❤ Huu senangnyaa akhirnya ada video baru setelah nunggu lama banget😭 excited banget kalo dapat notif Ruhi upload video baru😊😍😍,6
Bin Aydan Hayırlı Kadir Gecemiz Mübarek Olsun.,6
Thank you for showing us beautiful nature 🪴🌴🏞,6
rezilsin,6
Vallahi her defa daha iyisi gelmez dedikçe harikalar yaratıyorsun Ruhi.Kendini çok geliştirdin takipçilerin olarak her daim arkandayız! Harika bir video olmuş eline sağlık✨,6
"There is No human ,nature is perfect.Thanks Ruhi you are incredible",6
I am impressed the documentary is very wonderful❤,6
"Böyle bir mağaranın var olduğunu ilk defa 2-3 yıl önce Haluk Tatar-ın bir videosunda duymuşdum.                                   

Emeğinize sağlık, enfes video olmuş👏",6
Спасибо за такой интересный и познавательный фильм!,6
"Allahın yaratdığı muhteşemlikler🤩
Kim bilir görmediğimiz daha neler var",6
"Хочется сказать отдельное спасибо дубляжу, очень качественная озвучка удерживает бОльший интерес к видео",6
8:30 instant Half Life Barnacle vibe 😆,6
"Dam, the Caves & Cliffs update is looking sick",6
Ruhi reis yapıyosun bu işi piyasaya TECAVÜZ ettin,6
do you need AI to read?,6
"Ruhi bey yolunuz hep açık olsun.
O sesiniz, sakinliyiniz, aruanız sabrınız... <3 maşAllah. ;)",5
"I will never get to visit these places.  
Thank you very much for sharing💙⚘",5
opera umarım sana iyi bir ücret vermiştir çünkü içeriklerin çok prefesyonel,5
Thank you for sharing this adventure with us for free. Thank you Ruhi.,5
Böyle kaliteli bir belgeseli ilk izleyenlerden olmak iyi hissettiriyor teşekkürler Ruhi Çenet bizi globalde çok iyi temsil ediyorsun.,5
"Your is the first video in which i dont even skip the reklam-sponsor part because it is interesting, very good video, i hope to see more. I will once get to places like this too",5
"Thus was awesome! I was just telling my grandson about this cave  the other day. I couldn't remember  the name,now I can send the video. Thankyou 😊",5
I just liked the video at 0:01 because I know this guys video is a masterpiece like previous videos of him,5
10:16 совсем не похоже на руку 😂😂,5
Glad with my YouTube Sponsor Blocker :),5
14:12 nghe kĩ bạn có thể nghe thấy tiếng among us,5
I really enjoyed the fact they blurred the birds face out of respect. That was 10/10 in the editing booth,5
"As a Vietnamese, I am very proud that you have brought Son Doong Cave (Quang Binh) to the world, introducing Vietnam to become more beautiful in the eyes of international visitors. Thank you so much!!! ❤",5
6:00 - A snake going into the water,5
"I'm moving into that cave, ultimate introvert cave.",5
The ultimate minecraft ravine find,5
Böyle kaliteli bir belgeseli ilk izleyenlerden olmak iyi hissettiriyor teşekür Ruhi Çenet bizi globalde çok iyi temsil ediyorsun,5
7:29 mini city😮,5
27 Ramadhan 1446H ❤😊😊,5
"Videoların çok başarılı ,gerçekten çok büyük emek veriyorsunuz .Türkiye'nin gururusun,kaliteli belgesellerin devamını diliyorum .",5
"Как же это прекрасно. Спасибо  Рухи за классный контент, за труд и смелость. Ма Ша Аллах❤",5
Ruhi Çeneti sevenler birliği like atsın sayımızı bilelim.,5
2:43 Imagine being trapped on the ground with no one to save you and you just wait until you die of hunger and thirst. Sheesh,5
"Kim bilir bu 16 dakikalık videonun arkasında kaç günlük çaba,azim,çalışma var.Ruhi Çenet sen müthiş detaysın.Kazandığın paranın her kuruşu helaldir",5
"I am so obsessed with this cave, and I also have great respect for how hard you have to just, physically, prepare for and endure so much for these documentaries ❤ from Australia.",5
"Hello, I'm from Brazil, and I love documentaries, especially when it's about nature, things from the past and the like, your content is of great quality, we will always be supporting you so we can deliver more!",5
Ruhi is one of the best documentary filmmakers today.,4
15:57 indo cuyy,4
Bu kanalı kaç senedir izliyorum yemin ederim dengi yok bu kalitede bu azim de video yok başarılarını takdir ediyorum ve devamını diliyorum❤❤,4
"Use a real photo, posting ai generated slop undermines the beauty of real nature",4
found this shi in minecraft,4
7:37 the amount of aura farming he's doing is crazy,4
"Ruhi случайно нашла Ваш канал, просто супер!!!!!! Спасибо, что знакомите нас с такими чудесам мира!!!!!!!!!!! 😍😍😍💥💥💥💥💥💥💥💥💥",4
"Thank you for posting the video for a long time we are waiting for you, thanks you Ruhi Cannet",4
8:35 Barnacle in real life 🥸,4
Bir tane kalitesiz videosunu görsem başımı kırarım (asla kıramam adamın kendisi kalite)♡,4
3:24 Ruhi!  Please Be Careful 💔,4
"Bonjour , Merci pour ce reportage et documentaire très très intéressant  qui change énormément de toutes ces fausses informations diffusées sur YOU TUBE qui est de plus en plus un site de MERDE  .     👍👍👍👍👍👍👍👍👍👍👍👍",4
7:23 This happens on a large scale as well. They are called hoodoos!,4
Burası Alan Walker müzik çektiği yer değilmi? 9:40,4
11:16 böceklerin İstanbulu,4
"One of the best channel, sending huge regards from Assam 🇮🇳🇮🇳",4
Her şeyin en güzeli hakeden o kanaldan bildirim gelmiştir 😍😍🥳🥳,4
"7:50, what a view. :o",4
"I really like this video, it also adds to my experience even though I didn't visit it directly.",4
"Suka banget dokumenter yang dibawakan oleh ruhi,sehat selalu ruhi dan tim.  Aku selalu menunggu vlog dokumenter selanjutnya.",4
08:30 Half Life - Barnacle,4
ÜLKEMİZDE POLİSLER SİVİL HALKA GAZ TUTUYORKEN BOMBA ATIYORKEN SİLAHLA TARIYORKEN ODTÜ DE ATEŞKES KURALLARINI BOZUYORKEN SUSAN BİR CANLI BENİM ÜLKEMİN VATANDAŞI ASLA DEĞİLDİR TÜRK KİMLİĞİNİ KİRLETEREK VİDEO YAPAN OLAYLARA SESSİZ KANAN VİCDANI SIZLAMAYAN BİRİNE ASLA ABONE OLMAM ABONELİKTEN ÇIKIYORUM YORUMUMU SİLME KORKAK GİBİ SAKIN İNSANLAR SENİN YÜZÜNÜ GÖRSÜN,4
Neden paylaşım yapmadın ruhi!,4
"As a Vietnamese, thank you so much for visiting Vietnam, Ruhi!",3
Proud man and a father❤  Respect 🫡 to you,3
11:54  ormanın sesini  daha uzun verseydin keşke çok güzel,3
