comment,sentiment
Welcome to egypt,5 stars
Still water if it contains Brain eating,2 stars
Look how Zahi tryes to convince people that they built pyramids,5 stars
It was a pleasure having you and your friends in Comeback again to visit other places,5 stars
Bro if that was still water,3 stars
This is totally insane and breathtaking,1 star
Thanks for,5 stars
I am an but this is the first time that I heard about these you for this information,3 stars
LOVE FROM FRANCE,5 stars
And you bring Ammar from,5 stars
Tariq I love you so much for supporting Palestinians I greet you from Jordan,5 stars
Shout out to the drone,1 star
We Love You From Egypt,5 stars
getting Brain Eating Amoeba in our skull with,5 stars
Jimmies next vid hours at Area,4 stars
A beautiful added by and you also added to the world what they had not seen about the pyramids of our ancient Egyptian Greetings to all of,5 stars
As an Egyptian proud of our ancient history I subscribed because of this video,5 stars
You are indeed the GOAT of this Awesome work team,5 stars
This is the greatness of the they are a great people,5 stars
bought a property in ahh video,1 star
Bro bought a property in egypt,1 star
Those people sure did Tag up that,3 stars
When the most famous canal meets the most powerful civilization known to this is the Video of thank you Greetings from the,5 stars
Zahed is a living legend,5 stars
this is one of the best videos ever made HISTORY,5 stars
You had all that access and turned it into a Thats a whole documentary series right,5 stars
Watching this from Philippines at This Video is,5 stars
But no mummy was seen here,3 stars
We are here,5 stars
Proud to be egyptian,5 stars
I figure probably pretty cold their cause u seen an rv,3 stars
This video is,5 stars
As someone whose visited the Giza Pyramids and adventured into the Kings I hope this video inspires many others to travel and experience firsthand these type of exhilarating,5 stars
Welcome to Cradle of history and,5 stars
Really cool I felt that I traveled in time it is a beautiful and enjoyable adventure,5 stars
What a great nation Egypt,5 stars
I AM IN THANK YOU GUYS FOR MAKING ME SEE A GLIMPSE OF THE WORLD IN THE BEGINNINGS,5 stars
This video was learned a,5 stars
Very one of the seven wonders of the Come the magnificence of the beauty and grandeur of the pyramids and the greatness of the Egyptian It is the oldest in the,5 stars
This was exactly what I,5 stars
from Egypt I hope you enjoyed your stay in Egypt and I happy that you enjoyed the pyramids,5 stars
Casually dives into still water,3 stars
hours in a This is,5 stars
Proud to be Egyptian,5 stars
Proud to be Egyptian,5 stars
We need an extended cut of must be hours worth of cool,3 stars
He may be the first YouTuber that ever does this awesome a,5 stars
Welcome to Egypt,5 stars
VM Great Mystery greets you,5 stars
VM Great Mystery greets you,5 stars
I am from Sudan and I really love the people of Egypt,5 stars
You really tricked me it was,5 stars
Thank you to respecting egyptain culture,5 stars
Triple tap to listen to,5 stars
This is the best video of ancient Egyptian,5 stars
people,5 stars
As an this is the first time I see and hear about the things shown in this this is one of the best videos ever,5 stars
thanks greetings from Indonesia,5 stars
So proud as being an Egyptian,5 stars
when is there going to be a season,3 stars
Wow Egypt is the land of civilization and mysteries,5 stars
I am Egyptian and I am very proud and very happy with this information because it is the first time I hear and see We hope that you will make more videos about the ancient Pharaonic,5 stars
This is by far the best video you ever,5 stars
Of course why would you even ask such a Wow,1 star
Bro created a history while doing,5 stars
escribe is insca and the idk and the,5 stars
True This was one of the best episodes ever,5 stars
what the,5 stars
Proud to be Egyptian,5 stars
VM GRANMISTERIO TE SALUDA,5 stars
Egyptian and proud,5 stars
always wanted to see a detailed video that ventures me inside the dazzling Thank you so much for this wonderful video,5 stars
The greatness of Egyption civilization,5 stars
Who are you seeing from,5 stars
this scream is not enough scream more louder,1 star
Welcome to I am the Egyptian who suggested you this visit more than once several months ago happy to see that,5 stars
THIS IS YOUR BEST CONTENT,5 stars
Proud to be Egyptian,5 stars
the I love the pride that he carries,5 stars
As a I have not seen this thank you for those who make this wonderful video and thank Mister,5 stars
This is by far the best video ever very unique and THE,5 stars
And still there are a lot of of undiscovered treasures and proud to be Egyptian and pharaohs,5 stars
As an I was amazed by the things shown in that Egypt is the mother of the world and the continuation of,4 stars
Do people realize that this is probably the craziest video they will ever,1 star
Imagine being an ancient pharaoh and the mrbeast is one of the few people to see your burial chamber in thousands of years,5 stars
As an this is the first time I see and hear about the things shown in this this is one of the best videos ever thnk you,5 stars
I am from,1 star
Iam Egyptian I proud of Ancient,5 stars
As an Egyptian this is the first time I see and hear about the things shown in this Honestly this is one of the best videos ever,5 stars
Welcome to here is here is here are the great people,5 stars
Way more entertaining then I thought it would Your editors are amazing,3 stars
Doing what most cant and documenting it for the whole world to I LOVE IT,5 stars
How great you Who,5 stars
Chandlers back,5 stars
We are the Egyptians of the present and future,5 stars
Still some say money buy happiness,3 stars
Egyptian and I proud of,5 stars
Thank you for this wonderful This video is the biggest gift to Egyptian tourism,5 stars
Watching this video made me realize I have,5 stars
As an this is the first occasion I see and hear about the items presented in this this is among the finest videos ever,5 stars
Wow how historic and majestic,5 stars
Egypt has many beautiful and amazing not only the We have the city of which contains a third of the It is a very wonderful You should visit of is after visiting the Then do not leave before visiting the city of the bride of the This is if you need harmony and if you need you should visit the beautiful,5 stars
We need an extended cut of this must be hours worth of cool and intresting content,4 stars
This might just be the best thing ever made,5 stars
Who is watching this,5 stars
VM GranMisterio Greets You,5 stars
I found this video to be quite The personality shines which makes it more enjoyable to They have a natural ability to connect with the,4 stars
Am an Egyptian we have a great civilization,5 stars
I am proud to be an Egyptian,5 stars
